project,{evorand_time_budget},{project},{bug_id}{b_f},0{test_id},split{_minute},method
Chart,1200,Chart,1f,00,split2,seqP
Chart,1200,Chart,1f,00,split3,seqP
Chart,1200,Chart,1f,00,split4,seqP
Chart,1200,Chart,1f,01,split1,seqP
Chart,1200,Chart,1f,01,split2,seqP
Chart,1200,Chart,1f,01,split3,seqP
Chart,1200,Chart,1f,01,split4,seqP
Chart,1200,Chart,1f,02,split1,seqP
Chart,1200,Chart,1f,02,split2,seqP
Chart,1200,Chart,1f,02,split3,seqP
Chart,1200,Chart,1f,03,split1,seqP
Chart,1200,Chart,1f,03,split2,seqP
Chart,1200,Chart,1f,03,split3,seqP
Chart,1200,Chart,1f,03,split4,seqP
Chart,1200,Chart,1f,04,split1,seqP
Chart,1200,Chart,1f,04,split2,seqP
Chart,1200,Chart,1f,04,split3,seqP
Chart,1200,Chart,1f,04,split4,seqP
Chart,1200,Chart,2f,00,split1,seqP
Chart,1200,Chart,2f,00,split2,seqP
Chart,1200,Chart,2f,00,split3,seqP
Chart,1200,Chart,2f,00,split4,seqP
Chart,1200,Chart,2f,01,split1,seqP
Chart,1200,Chart,2f,01,split2,seqP
Chart,1200,Chart,2f,01,split3,seqP
Chart,1200,Chart,2f,01,split4,seqP
Chart,1200,Chart,2f,02,split1,seqP
Chart,1200,Chart,2f,02,split2,seqP
Chart,1200,Chart,2f,02,split3,seqP
Chart,1200,Chart,2f,02,split4,seqP
Chart,1200,Chart,2f,03,split1,seqP
Chart,1200,Chart,2f,03,split2,seqP
Chart,1200,Chart,2f,03,split3,seqP
Chart,1200,Chart,2f,03,split4,seqP
Chart,1200,Chart,2f,04,split1,seqP
Chart,1200,Chart,2f,04,split2,seqP
Chart,1200,Chart,2f,04,split3,seqP
Chart,1200,Chart,2f,04,split4,seqP
Chart,1200,Chart,4f,00,split1,seqC
Chart,1200,Chart,4f,00,split2,seqC
Chart,1200,Chart,4f,00,split3,seqC
Chart,1200,Chart,4f,00,split4,seqC
Chart,1200,Chart,4f,01,split1,seqC
Chart,1200,Chart,4f,01,split2,seqC
Chart,1200,Chart,4f,01,split3,seqC
Chart,1200,Chart,4f,01,split4,seqC
Chart,1200,Chart,4f,02,split1,BOTH
Chart,1200,Chart,4f,02,split2,BOTH
Chart,1200,Chart,4f,02,split3,BOTH
Chart,1200,Chart,4f,02,split4,BOTH
Chart,1200,Chart,4f,03,split1,seqC
Chart,1200,Chart,4f,03,split2,seqC
Chart,1200,Chart,4f,03,split3,seqC
Chart,1200,Chart,4f,03,split4,seqC
Chart,1200,Chart,4f,04,split1,seqC
Chart,1200,Chart,4f,04,split2,seqC
Chart,1200,Chart,4f,04,split3,seqC
Chart,1200,Chart,4f,04,split4,seqC
Chart,1200,Chart,5f,02,split1,seqP
Chart,1200,Chart,5f,03,split2,seqP
Chart,1200,Chart,5f,03,split3,seqP
Chart,1200,Chart,5f,04,split3,seqP
Chart,1200,Chart,6f,00,split1,seqP
Chart,1200,Chart,6f,00,split2,seqP
Chart,1200,Chart,6f,00,split3,seqP
Chart,1200,Chart,6f,01,split3,seqC
Chart,1200,Chart,6f,02,split2,seqP
Chart,1200,Chart,6f,04,split4,seqC
Chart,1200,Chart,7f,00,split1,seqP
Chart,1200,Chart,7f,00,split2,seqP
Chart,1200,Chart,7f,00,split3,seqP
Chart,1200,Chart,7f,00,split4,seqP
Chart,1200,Chart,7f,01,split1,seqP
Chart,1200,Chart,7f,01,split2,seqP
Chart,1200,Chart,7f,01,split3,seqP
Chart,1200,Chart,7f,01,split4,seqP
Chart,1200,Chart,7f,02,split1,seqP
Chart,1200,Chart,7f,02,split2,seqP
Chart,1200,Chart,7f,02,split3,seqP
Chart,1200,Chart,7f,02,split4,seqP
Chart,1200,Chart,7f,03,split1,seqP
Chart,1200,Chart,7f,03,split2,seqP
Chart,1200,Chart,7f,03,split3,seqP
Chart,1200,Chart,7f,03,split4,seqP
Chart,1200,Chart,7f,04,split1,seqP
Chart,1200,Chart,7f,04,split2,seqP
Chart,1200,Chart,7f,04,split3,seqP
Chart,1200,Chart,7f,04,split4,seqP
Chart,1200,Chart,8f,00,split1,BOTH
Chart,1200,Chart,8f,00,split2,BOTH
Chart,1200,Chart,8f,00,split3,BOTH
Chart,1200,Chart,8f,01,split1,BOTH
Chart,1200,Chart,8f,01,split2,BOTH
Chart,1200,Chart,8f,01,split3,BOTH
Chart,1200,Chart,8f,01,split4,BOTH
Chart,1200,Chart,8f,02,split1,BOTH
Chart,1200,Chart,8f,02,split2,BOTH
Chart,1200,Chart,8f,02,split3,BOTH
Chart,1200,Chart,8f,02,split4,BOTH
Chart,1200,Chart,8f,03,split1,BOTH
Chart,1200,Chart,8f,03,split2,BOTH
Chart,1200,Chart,8f,03,split3,BOTH
Chart,1200,Chart,8f,04,split1,seqC
Chart,1200,Chart,8f,04,split2,BOTH
Chart,1200,Chart,8f,04,split3,BOTH
Chart,1200,Chart,8f,04,split4,BOTH
Chart,1200,Chart,11f,00,split2,seqP
Chart,1200,Chart,11f,01,split1,seqP
Chart,1200,Chart,11f,01,split2,seqP
Chart,1200,Chart,11f,01,split4,seqP
Chart,1200,Chart,11f,03,split2,seqP
Chart,1200,Chart,11f,04,split1,seqP
Chart,1200,Chart,12f,01,split3,seqP
Chart,1200,Chart,14f,00,split1,seqP
Chart,1200,Chart,14f,00,split2,BOTH
Chart,1200,Chart,14f,00,split3,BOTH
Chart,1200,Chart,14f,01,split1,seqC
Chart,1200,Chart,14f,01,split2,seqC
Chart,1200,Chart,14f,01,split3,seqC
Chart,1200,Chart,14f,01,split4,seqC
Chart,1200,Chart,14f,02,split1,BOTH
Chart,1200,Chart,14f,02,split2,BOTH
Chart,1200,Chart,14f,02,split3,BOTH
Chart,1200,Chart,14f,03,split1,seqC
Chart,1200,Chart,14f,03,split2,seqC
Chart,1200,Chart,14f,03,split3,seqC
Chart,1200,Chart,14f,03,split4,seqC
Chart,1200,Chart,14f,04,split1,BOTH
Chart,1200,Chart,14f,04,split2,BOTH
Chart,1200,Chart,14f,04,split3,BOTH
Chart,1200,Chart,14f,04,split4,BOTH
Chart,1200,Chart,15f,00,split1,BOTH
Chart,1200,Chart,15f,00,split2,BOTH
Chart,1200,Chart,15f,00,split3,BOTH
Chart,1200,Chart,15f,00,split4,BOTH
Chart,1200,Chart,15f,01,split1,seqC
Chart,1200,Chart,15f,01,split2,seqC
Chart,1200,Chart,15f,01,split3,BOTH
Chart,1200,Chart,15f,01,split4,BOTH
Chart,1200,Chart,15f,02,split1,seqC
Chart,1200,Chart,15f,02,split2,BOTH
Chart,1200,Chart,15f,02,split3,BOTH
Chart,1200,Chart,15f,02,split4,BOTH
Chart,1200,Chart,15f,03,split1,BOTH
Chart,1200,Chart,15f,03,split2,BOTH
Chart,1200,Chart,15f,03,split3,BOTH
Chart,1200,Chart,15f,03,split4,BOTH
Chart,1200,Chart,15f,04,split1,BOTH
Chart,1200,Chart,15f,04,split2,BOTH
Chart,1200,Chart,15f,04,split3,BOTH
Chart,1200,Chart,15f,04,split4,BOTH
Chart,1200,Chart,16f,00,split1,BOTH
Chart,1200,Chart,16f,00,split2,BOTH
Chart,1200,Chart,16f,00,split3,BOTH
Chart,1200,Chart,16f,00,split4,BOTH
Chart,1200,Chart,16f,01,split1,BOTH
Chart,1200,Chart,16f,01,split2,BOTH
Chart,1200,Chart,16f,01,split3,BOTH
Chart,1200,Chart,16f,01,split4,BOTH
Chart,1200,Chart,16f,02,split1,BOTH
Chart,1200,Chart,16f,02,split2,BOTH
Chart,1200,Chart,16f,02,split3,BOTH
Chart,1200,Chart,16f,02,split4,BOTH
Chart,1200,Chart,16f,03,split1,BOTH
Chart,1200,Chart,16f,03,split2,BOTH
Chart,1200,Chart,16f,03,split3,BOTH
Chart,1200,Chart,16f,03,split4,BOTH
Chart,1200,Chart,16f,04,split1,BOTH
Chart,1200,Chart,16f,04,split2,BOTH
Chart,1200,Chart,16f,04,split3,BOTH
Chart,1200,Chart,16f,04,split4,BOTH
Chart,1200,Chart,17f,01,split1,seqP
Chart,1200,Chart,18f,00,split1,BOTH
Chart,1200,Chart,18f,00,split2,BOTH
Chart,1200,Chart,18f,00,split3,BOTH
Chart,1200,Chart,18f,00,split4,BOTH
Chart,1200,Chart,18f,01,split1,seqC
Chart,1200,Chart,18f,01,split2,seqC
Chart,1200,Chart,18f,01,split3,seqC
Chart,1200,Chart,18f,01,split4,seqC
Chart,1200,Chart,18f,02,split1,seqC
Chart,1200,Chart,18f,02,split2,seqC
Chart,1200,Chart,18f,02,split3,seqC
Chart,1200,Chart,18f,02,split4,seqC
Chart,1200,Chart,18f,03,split1,seqC
Chart,1200,Chart,18f,03,split2,seqC
Chart,1200,Chart,18f,03,split3,BOTH
Chart,1200,Chart,18f,03,split4,BOTH
Chart,1200,Chart,18f,04,split1,seqC
Chart,1200,Chart,18f,04,split2,seqC
Chart,1200,Chart,18f,04,split3,seqC
Chart,1200,Chart,18f,04,split4,seqC
Chart,1200,Chart,19f,00,split1,seqP
Chart,1200,Chart,19f,00,split2,BOTH
Chart,1200,Chart,19f,01,split4,seqP
Chart,1200,Chart,19f,03,split1,seqP
Chart,1200,Chart,19f,04,split2,BOTH
Chart,1200,Chart,20f,00,split2,seqP
Chart,1200,Chart,20f,00,split3,BOTH
Chart,1200,Chart,20f,03,split3,seqP
Chart,1200,Chart,22f,00,split1,seqC
Chart,1200,Chart,22f,00,split2,seqC
Chart,1200,Chart,22f,00,split3,BOTH
Chart,1200,Chart,22f,00,split4,BOTH
Chart,1200,Chart,22f,01,split1,BOTH
Chart,1200,Chart,22f,01,split2,BOTH
Chart,1200,Chart,22f,01,split3,BOTH
Chart,1200,Chart,22f,01,split4,BOTH
Chart,1200,Chart,22f,02,split1,seqC
Chart,1200,Chart,22f,02,split2,seqC
Chart,1200,Chart,22f,02,split3,seqC
Chart,1200,Chart,22f,02,split4,seqC
Chart,1200,Chart,22f,03,split1,seqC
Chart,1200,Chart,22f,03,split2,BOTH
Chart,1200,Chart,22f,03,split3,BOTH
Chart,1200,Chart,22f,03,split4,BOTH
Chart,1200,Chart,22f,04,split1,seqC
Chart,1200,Chart,22f,04,split2,seqC
Chart,1200,Chart,22f,04,split3,seqC
Chart,1200,Chart,22f,04,split4,seqC
Chart,1200,Chart,24f,00,split1,seqC
Chart,1200,Chart,24f,00,split2,seqC
Chart,1200,Chart,24f,00,split3,seqC
Chart,1200,Chart,24f,00,split4,seqC
Chart,1200,Chart,24f,01,split1,seqC
Chart,1200,Chart,24f,01,split2,seqC
Chart,1200,Chart,24f,01,split3,seqC
Chart,1200,Chart,24f,01,split4,seqC
Chart,1200,Chart,24f,02,split1,seqC
Chart,1200,Chart,24f,02,split2,seqC
Chart,1200,Chart,24f,02,split3,seqC
Chart,1200,Chart,24f,02,split4,seqC
Chart,1200,Chart,24f,03,split1,seqC
Chart,1200,Chart,24f,03,split2,seqC
Chart,1200,Chart,24f,03,split3,seqC
Chart,1200,Chart,24f,03,split4,seqC
Chart,1200,Chart,24f,04,split1,seqC
Chart,1200,Chart,24f,04,split2,seqC
Chart,1200,Chart,24f,04,split3,seqC
Chart,1200,Chart,24f,04,split4,seqC
Cli,1200,Cli,1f,00,split1,seqC
Cli,1200,Cli,1f,00,split2,seqC
Cli,1200,Cli,1f,01,split1,seqC
Cli,1200,Cli,1f,03,split2,seqP
Cli,1200,Cli,1f,03,split4,seqP
Cli,1200,Cli,1f,04,split2,seqC
Cli,1200,Cli,1f,04,split4,seqC
Cli,1200,Cli,2f,00,split1,seqP
Cli,1200,Cli,2f,00,split3,seqP
Cli,1200,Cli,2f,01,split2,seqP
Cli,1200,Cli,2f,01,split3,seqP
Cli,1200,Cli,2f,02,split3,seqP
Cli,1200,Cli,2f,02,split4,seqP
Cli,1200,Cli,2f,03,split2,seqP
Cli,1200,Cli,2f,04,split1,seqP
Cli,1200,Cli,2f,04,split3,seqP
Cli,1200,Cli,8f,01,split1,seqP
Cli,1200,Cli,8f,01,split2,seqP
Cli,1200,Cli,8f,01,split3,seqP
Cli,1200,Cli,8f,01,split4,BOTH
Cli,1200,Cli,13f,00,split1,seqC
Cli,1200,Cli,13f,00,split2,seqC
Cli,1200,Cli,13f,00,split3,seqC
Cli,1200,Cli,13f,00,split4,seqC
Cli,1200,Cli,13f,01,split1,seqC
Cli,1200,Cli,13f,01,split2,seqC
Cli,1200,Cli,13f,01,split3,seqC
Cli,1200,Cli,13f,01,split4,seqC
Cli,1200,Cli,13f,02,split1,seqC
Cli,1200,Cli,13f,02,split2,seqC
Cli,1200,Cli,13f,02,split3,seqC
Cli,1200,Cli,13f,02,split4,seqC
Cli,1200,Cli,13f,03,split1,seqC
Cli,1200,Cli,13f,03,split2,seqC
Cli,1200,Cli,13f,03,split3,seqC
Cli,1200,Cli,13f,03,split4,seqC
Cli,1200,Cli,13f,04,split1,seqC
Cli,1200,Cli,13f,04,split2,seqC
Cli,1200,Cli,13f,04,split3,seqC
Cli,1200,Cli,13f,04,split4,seqC
Cli,1200,Cli,16f,00,split1,seqC
Cli,1200,Cli,16f,00,split2,seqC
Cli,1200,Cli,16f,00,split3,seqC
Cli,1200,Cli,16f,00,split4,seqC
Cli,1200,Cli,16f,01,split1,seqC
Cli,1200,Cli,16f,01,split2,seqC
Cli,1200,Cli,16f,01,split3,seqC
Cli,1200,Cli,16f,01,split4,seqC
Cli,1200,Cli,16f,02,split1,seqC
Cli,1200,Cli,16f,02,split2,seqC
Cli,1200,Cli,16f,02,split3,seqC
Cli,1200,Cli,16f,02,split4,seqC
Cli,1200,Cli,16f,03,split1,seqC
Cli,1200,Cli,16f,03,split2,seqC
Cli,1200,Cli,16f,03,split3,seqC
Cli,1200,Cli,16f,03,split4,seqC
Cli,1200,Cli,16f,04,split1,seqC
Cli,1200,Cli,16f,04,split2,seqC
Cli,1200,Cli,16f,04,split3,seqC
Cli,1200,Cli,16f,04,split4,seqC
Cli,1200,Cli,17f,00,split1,seqP
Cli,1200,Cli,17f,00,split2,seqP
Cli,1200,Cli,17f,00,split3,seqP
Cli,1200,Cli,17f,00,split4,seqP
Cli,1200,Cli,17f,01,split1,seqP
Cli,1200,Cli,17f,02,split3,seqP
Cli,1200,Cli,17f,03,split1,seqP
Cli,1200,Cli,17f,03,split2,seqP
Cli,1200,Cli,17f,03,split3,seqP
Cli,1200,Cli,17f,03,split4,seqP
Cli,1200,Cli,17f,04,split1,seqP
Cli,1200,Cli,17f,04,split2,seqP
Cli,1200,Cli,17f,04,split3,seqP
Cli,1200,Cli,18f,00,split1,seqP
Cli,1200,Cli,18f,00,split2,seqP
Cli,1200,Cli,18f,00,split3,seqP
Cli,1200,Cli,18f,00,split4,seqP
Cli,1200,Cli,18f,01,split1,seqP
Cli,1200,Cli,18f,01,split3,seqP
Cli,1200,Cli,18f,02,split2,seqP
Cli,1200,Cli,18f,02,split3,seqP
Cli,1200,Cli,18f,02,split4,seqP
Cli,1200,Cli,18f,03,split1,seqP
Cli,1200,Cli,18f,03,split2,seqP
Cli,1200,Cli,18f,03,split3,seqP
Cli,1200,Cli,18f,03,split4,seqP
Cli,1200,Cli,18f,04,split1,seqP
Cli,1200,Cli,18f,04,split2,seqP
Cli,1200,Cli,18f,04,split4,seqP
Cli,1200,Cli,19f,00,split1,BOTH
Cli,1200,Cli,19f,00,split2,BOTH
Cli,1200,Cli,19f,00,split3,BOTH
Cli,1200,Cli,19f,00,split4,BOTH
Cli,1200,Cli,19f,01,split1,BOTH
Cli,1200,Cli,19f,01,split2,BOTH
Cli,1200,Cli,19f,01,split3,BOTH
Cli,1200,Cli,19f,01,split4,BOTH
Cli,1200,Cli,19f,02,split1,BOTH
Cli,1200,Cli,19f,02,split2,BOTH
Cli,1200,Cli,19f,02,split3,BOTH
Cli,1200,Cli,19f,02,split4,BOTH
Cli,1200,Cli,19f,03,split1,BOTH
Cli,1200,Cli,19f,03,split2,BOTH
Cli,1200,Cli,19f,03,split3,BOTH
Cli,1200,Cli,19f,03,split4,BOTH
Cli,1200,Cli,19f,04,split1,BOTH
Cli,1200,Cli,19f,04,split2,BOTH
Cli,1200,Cli,19f,04,split3,BOTH
Cli,1200,Cli,19f,04,split4,BOTH
Cli,1200,Cli,20f,00,split1,seqC
Cli,1200,Cli,20f,00,split2,seqC
Cli,1200,Cli,20f,00,split3,seqC
Cli,1200,Cli,20f,00,split4,seqC
Cli,1200,Cli,20f,01,split1,seqC
Cli,1200,Cli,20f,01,split2,seqC
Cli,1200,Cli,20f,01,split3,seqC
Cli,1200,Cli,20f,01,split4,seqC
Cli,1200,Cli,20f,02,split1,seqC
Cli,1200,Cli,20f,02,split2,seqC
Cli,1200,Cli,20f,02,split3,seqC
Cli,1200,Cli,20f,02,split4,seqC
Cli,1200,Cli,20f,03,split1,seqC
Cli,1200,Cli,20f,03,split2,seqC
Cli,1200,Cli,20f,03,split3,seqC
Cli,1200,Cli,20f,03,split4,seqC
Cli,1200,Cli,20f,04,split1,seqC
Cli,1200,Cli,20f,04,split2,seqC
Cli,1200,Cli,20f,04,split3,seqC
Cli,1200,Cli,20f,04,split4,seqC
Cli,1200,Cli,21f,00,split1,BOTH
Cli,1200,Cli,21f,00,split2,BOTH
Cli,1200,Cli,21f,00,split3,BOTH
Cli,1200,Cli,21f,00,split4,BOTH
Cli,1200,Cli,21f,01,split1,seqC
Cli,1200,Cli,21f,01,split2,seqC
Cli,1200,Cli,21f,01,split3,seqC
Cli,1200,Cli,21f,01,split4,seqC
Cli,1200,Cli,21f,02,split1,BOTH
Cli,1200,Cli,21f,02,split2,BOTH
Cli,1200,Cli,21f,02,split3,BOTH
Cli,1200,Cli,21f,02,split4,BOTH
Cli,1200,Cli,21f,03,split1,seqC
Cli,1200,Cli,21f,03,split2,seqC
Cli,1200,Cli,21f,03,split3,seqC
Cli,1200,Cli,21f,03,split4,seqC
Cli,1200,Cli,21f,04,split1,BOTH
Cli,1200,Cli,21f,04,split2,BOTH
Cli,1200,Cli,21f,04,split3,BOTH
Cli,1200,Cli,21f,04,split4,BOTH
Cli,1200,Cli,22f,00,split1,seqC
Cli,1200,Cli,22f,00,split2,seqC
Cli,1200,Cli,22f,00,split3,seqC
Cli,1200,Cli,22f,00,split4,seqC
Cli,1200,Cli,22f,01,split1,seqC
Cli,1200,Cli,22f,01,split2,seqC
Cli,1200,Cli,22f,01,split3,seqC
Cli,1200,Cli,22f,01,split4,seqC
Cli,1200,Cli,22f,02,split1,seqC
Cli,1200,Cli,22f,02,split2,seqC
Cli,1200,Cli,22f,02,split3,seqC
Cli,1200,Cli,22f,02,split4,seqC
Cli,1200,Cli,22f,03,split1,seqC
Cli,1200,Cli,22f,03,split2,seqC
Cli,1200,Cli,22f,03,split3,BOTH
Cli,1200,Cli,22f,03,split4,BOTH
Cli,1200,Cli,22f,04,split1,seqC
Cli,1200,Cli,22f,04,split2,seqC
Cli,1200,Cli,22f,04,split3,seqC
Cli,1200,Cli,22f,04,split4,seqC
Cli,1200,Cli,23f,01,split1,BOTH
Cli,1200,Cli,23f,01,split2,BOTH
Cli,1200,Cli,23f,01,split3,BOTH
Cli,1200,Cli,23f,01,split4,BOTH
Cli,1200,Cli,23f,02,split1,BOTH
Cli,1200,Cli,23f,02,split2,BOTH
Cli,1200,Cli,23f,02,split3,BOTH
Cli,1200,Cli,23f,02,split4,BOTH
Cli,1200,Cli,23f,03,split1,BOTH
Cli,1200,Cli,23f,03,split2,BOTH
Cli,1200,Cli,23f,03,split3,BOTH
Cli,1200,Cli,23f,03,split4,BOTH
Cli,1200,Cli,23f,04,split1,BOTH
Cli,1200,Cli,23f,04,split2,BOTH
Cli,1200,Cli,23f,04,split3,BOTH
Cli,1200,Cli,23f,04,split4,BOTH
Cli,1200,Cli,24f,00,split1,BOTH
Cli,1200,Cli,24f,00,split2,BOTH
Cli,1200,Cli,24f,00,split3,BOTH
Cli,1200,Cli,24f,00,split4,BOTH
Cli,1200,Cli,24f,01,split1,BOTH
Cli,1200,Cli,24f,01,split2,BOTH
Cli,1200,Cli,24f,01,split3,BOTH
Cli,1200,Cli,24f,01,split4,BOTH
Cli,1200,Cli,24f,02,split1,BOTH
Cli,1200,Cli,24f,02,split2,BOTH
Cli,1200,Cli,24f,02,split3,BOTH
Cli,1200,Cli,24f,02,split4,BOTH
Cli,1200,Cli,24f,03,split1,BOTH
Cli,1200,Cli,24f,03,split2,BOTH
Cli,1200,Cli,24f,03,split3,BOTH
Cli,1200,Cli,24f,03,split4,BOTH
Cli,1200,Cli,24f,04,split1,BOTH
Cli,1200,Cli,24f,04,split2,BOTH
Cli,1200,Cli,24f,04,split3,BOTH
Cli,1200,Cli,24f,04,split4,BOTH
Cli,1200,Cli,25f,00,split1,BOTH
Cli,1200,Cli,25f,00,split2,BOTH
Cli,1200,Cli,25f,00,split3,BOTH
Cli,1200,Cli,25f,00,split4,BOTH
Cli,1200,Cli,25f,01,split1,BOTH
Cli,1200,Cli,25f,01,split2,BOTH
Cli,1200,Cli,25f,01,split3,BOTH
Cli,1200,Cli,25f,01,split4,BOTH
Cli,1200,Cli,25f,02,split1,BOTH
Cli,1200,Cli,25f,02,split2,BOTH
Cli,1200,Cli,25f,02,split3,BOTH
Cli,1200,Cli,25f,02,split4,BOTH
Cli,1200,Cli,25f,03,split1,BOTH
Cli,1200,Cli,25f,03,split2,BOTH
Cli,1200,Cli,25f,03,split3,BOTH
Cli,1200,Cli,25f,03,split4,BOTH
Cli,1200,Cli,25f,04,split1,BOTH
Cli,1200,Cli,25f,04,split2,BOTH
Cli,1200,Cli,25f,04,split3,BOTH
Cli,1200,Cli,25f,04,split4,BOTH
Cli,1200,Cli,26f,00,split1,seqP
Cli,1200,Cli,26f,00,split2,seqP
Cli,1200,Cli,26f,00,split3,seqP
Cli,1200,Cli,26f,00,split4,seqP
Cli,1200,Cli,26f,01,split1,seqP
Cli,1200,Cli,26f,01,split2,seqP
Cli,1200,Cli,26f,01,split3,seqP
Cli,1200,Cli,26f,01,split4,seqP
Cli,1200,Cli,26f,02,split1,seqP
Cli,1200,Cli,26f,02,split3,seqP
Cli,1200,Cli,26f,03,split1,seqP
Cli,1200,Cli,26f,03,split2,seqP
Cli,1200,Cli,26f,03,split3,seqP
Cli,1200,Cli,26f,03,split4,seqP
Cli,1200,Cli,26f,04,split1,seqP
Cli,1200,Cli,26f,04,split2,seqP
Cli,1200,Cli,26f,04,split3,seqP
Cli,1200,Cli,26f,04,split4,seqP
Cli,1200,Cli,27f,00,split1,seqC
Cli,1200,Cli,27f,00,split2,seqC
Cli,1200,Cli,27f,00,split3,seqC
Cli,1200,Cli,27f,00,split4,seqC
Cli,1200,Cli,27f,01,split1,seqC
Cli,1200,Cli,27f,01,split2,seqC
Cli,1200,Cli,27f,01,split3,seqC
Cli,1200,Cli,27f,01,split4,seqC
Cli,1200,Cli,27f,02,split1,seqC
Cli,1200,Cli,27f,02,split2,seqC
Cli,1200,Cli,27f,02,split3,seqC
Cli,1200,Cli,27f,02,split4,seqC
Cli,1200,Cli,27f,03,split1,seqC
Cli,1200,Cli,27f,03,split2,seqC
Cli,1200,Cli,27f,03,split3,seqC
Cli,1200,Cli,27f,03,split4,seqC
Cli,1200,Cli,27f,04,split1,seqC
Cli,1200,Cli,27f,04,split2,seqC
Cli,1200,Cli,27f,04,split3,seqC
Cli,1200,Cli,27f,04,split4,seqC
Cli,1200,Cli,30f,00,split1,seqP
Cli,1200,Cli,30f,00,split2,seqP
Cli,1200,Cli,30f,00,split3,seqP
Cli,1200,Cli,30f,00,split4,seqP
Cli,1200,Cli,30f,01,split1,seqP
Cli,1200,Cli,30f,01,split2,seqP
Cli,1200,Cli,30f,01,split3,seqP
Cli,1200,Cli,30f,01,split4,seqP
Cli,1200,Cli,30f,02,split1,seqP
Cli,1200,Cli,30f,02,split2,seqP
Cli,1200,Cli,30f,02,split3,seqP
Cli,1200,Cli,30f,02,split4,seqP
Cli,1200,Cli,30f,03,split1,seqP
Cli,1200,Cli,30f,03,split2,seqP
Cli,1200,Cli,30f,03,split3,seqP
Cli,1200,Cli,30f,03,split4,seqP
Cli,1200,Cli,30f,04,split1,seqP
Cli,1200,Cli,30f,04,split2,seqP
Cli,1200,Cli,30f,04,split3,seqP
Cli,1200,Cli,30f,04,split4,seqP
Cli,1200,Cli,31f,00,split1,BOTH
Cli,1200,Cli,31f,00,split2,BOTH
Cli,1200,Cli,31f,00,split3,BOTH
Cli,1200,Cli,31f,00,split4,BOTH
Cli,1200,Cli,31f,01,split1,BOTH
Cli,1200,Cli,31f,01,split2,BOTH
Cli,1200,Cli,31f,01,split3,BOTH
Cli,1200,Cli,31f,01,split4,BOTH
Cli,1200,Cli,31f,02,split1,BOTH
Cli,1200,Cli,31f,02,split2,BOTH
Cli,1200,Cli,31f,02,split3,BOTH
Cli,1200,Cli,31f,02,split4,BOTH
Cli,1200,Cli,31f,03,split1,BOTH
Cli,1200,Cli,31f,03,split2,BOTH
Cli,1200,Cli,31f,03,split3,BOTH
Cli,1200,Cli,31f,03,split4,BOTH
Cli,1200,Cli,31f,04,split1,BOTH
Cli,1200,Cli,31f,04,split2,BOTH
Cli,1200,Cli,31f,04,split3,BOTH
Cli,1200,Cli,31f,04,split4,BOTH
Cli,1200,Cli,32f,00,split1,BOTH
Cli,1200,Cli,32f,00,split2,BOTH
Cli,1200,Cli,32f,00,split3,BOTH
Cli,1200,Cli,32f,00,split4,BOTH
Cli,1200,Cli,32f,01,split1,BOTH
Cli,1200,Cli,32f,01,split2,BOTH
Cli,1200,Cli,32f,01,split3,BOTH
Cli,1200,Cli,32f,01,split4,BOTH
Cli,1200,Cli,32f,02,split1,BOTH
Cli,1200,Cli,32f,02,split2,BOTH
Cli,1200,Cli,32f,02,split3,BOTH
Cli,1200,Cli,32f,02,split4,BOTH
Cli,1200,Cli,32f,03,split1,BOTH
Cli,1200,Cli,32f,03,split2,BOTH
Cli,1200,Cli,32f,03,split3,BOTH
Cli,1200,Cli,32f,03,split4,BOTH
Cli,1200,Cli,32f,04,split1,BOTH
Cli,1200,Cli,32f,04,split2,BOTH
Cli,1200,Cli,32f,04,split3,BOTH
Cli,1200,Cli,32f,04,split4,BOTH
Cli,1200,Cli,33f,03,split1,seqP
Cli,1200,Cli,33f,04,split3,seqP
Cli,1200,Cli,34f,00,split1,BOTH
Cli,1200,Cli,34f,00,split2,BOTH
Cli,1200,Cli,34f,00,split3,BOTH
Cli,1200,Cli,34f,00,split4,BOTH
Cli,1200,Cli,34f,01,split1,BOTH
Cli,1200,Cli,34f,01,split2,BOTH
Cli,1200,Cli,34f,01,split3,BOTH
Cli,1200,Cli,34f,01,split4,BOTH
Cli,1200,Cli,34f,02,split1,BOTH
Cli,1200,Cli,34f,02,split2,BOTH
Cli,1200,Cli,34f,02,split3,BOTH
Cli,1200,Cli,34f,02,split4,BOTH
Cli,1200,Cli,34f,03,split1,BOTH
Cli,1200,Cli,34f,03,split2,BOTH
Cli,1200,Cli,34f,03,split3,BOTH
Cli,1200,Cli,34f,03,split4,BOTH
Cli,1200,Cli,34f,04,split1,BOTH
Cli,1200,Cli,34f,04,split2,BOTH
Cli,1200,Cli,34f,04,split3,BOTH
Cli,1200,Cli,34f,04,split4,BOTH
Cli,1200,Cli,36f,00,split1,seqP
Cli,1200,Cli,36f,00,split4,seqP
Cli,1200,Cli,36f,01,split1,seqP
Cli,1200,Cli,36f,01,split4,seqP
Cli,1200,Cli,36f,02,split1,seqP
Cli,1200,Cli,36f,03,split1,seqP
Cli,1200,Cli,36f,03,split2,seqP
Cli,1200,Cli,36f,03,split3,seqP
Cli,1200,Cli,36f,04,split3,seqP
Cli,1200,Cli,37f,00,split1,seqC
Cli,1200,Cli,37f,00,split4,seqC
