initial_test_tool,initial_test_generation_time,project,bug_id,test_id,boosting_time,coverage
EA,1200,Closure,8,3,1200,90.74
EA,1200,Closure,8,4,1200,90.74
EA,1200,Closure,9,0,1200,66.67
EA,1200,Closure,9,1,1200,66.67
EA,1200,Closure,9,2,1200,66.67
EA,1200,Closure,9,3,1200,66.67
EA,1200,Closure,9,4,1200,66.67
EA,1200,Closure,10,0,1200,80.64
EA,1200,Closure,10,1,1200,80.64
EA,1200,Closure,10,2,1200,80.64
EA,1200,Closure,10,3,1200,80.64
EA,1200,Closure,10,4,1200,80.64
EA,1200,Closure,11,0,1200,0.0
EA,1200,Closure,11,1,1200,0.0
EA,1200,Closure,11,2,1200,0.0
EA,1200,Closure,11,3,1200,0.0
EA,1200,Closure,11,4,1200,0.0
EA,1200,Closure,12,0,1200,90.38
EA,1200,Closure,12,1,1200,90.38
EA,1200,Closure,12,2,1200,90.38
EA,1200,Closure,12,3,1200,90.38
EA,1200,Closure,12,4,1200,90.38
EA,1200,Closure,13,0,1200,97.5
EA,1200,Closure,13,1,1200,97.5
EA,1200,Closure,13,2,1200,97.5
EA,1200,Closure,13,3,1200,97.5
EA,1200,Closure,13,4,1200,97.5
EA,1200,Closure,14,0,1200,88.77
EA,1200,Closure,14,1,1200,90.58
EA,1200,Closure,14,2,1200,90.58
EA,1200,Closure,14,3,1200,90.22
EA,1200,Closure,14,4,1200,90.58
EA,1200,Closure,15,0,1200,64.46
EA,1200,Closure,15,1,1200,54.55
EA,1200,Closure,15,2,1200,50.41
EA,1200,Closure,15,3,1200,56.2
EA,1200,Closure,15,4,1200,64.46
EA,1200,Closure,16,0,1200,41.94
EA,1200,Closure,16,1,1200,68.55
EA,1200,Closure,16,2,1200,66.94
EA,1200,Closure,16,3,1200,45.97
EA,1200,Closure,16,4,1200,43.55
EA,1200,Closure,17,0,1200,0.0
EA,1200,Closure,17,1,1200,36.18
EA,1200,Closure,17,2,1200,34.73
EA,1200,Closure,17,3,1200,34.59
EA,1200,Closure,17,4,1200,28.65
EA,1200,Closure,18,0,1200,67.39
EA,1200,Closure,18,1,1200,79.71
EA,1200,Closure,18,2,1200,76.57
EA,1200,Closure,18,3,1200,79.47
EA,1200,Closure,18,4,1200,81.88
EA,1200,Closure,19,0,1200,47.37
EA,1200,Closure,19,1,1200,88.42
EA,1200,Closure,19,2,1200,92.63
EA,1200,Closure,19,3,1200,93.68
EA,1200,Closure,19,4,1200,92.63
EA,1200,Closure,20,0,1200,35.85
EA,1200,Closure,20,1,1200,41.13
EA,1200,Closure,20,2,1200,40.94
EA,1200,Closure,20,3,1200,41.89
EA,1200,Closure,20,4,1200,41.32
EA,1200,Closure,21,0,1200,94.74
EA,1200,Closure,21,1,1200,94.74
EA,1200,Closure,21,2,1200,94.74
EA,1200,Closure,21,3,1200,97.37
EA,1200,Closure,21,4,1200,92.11
EA,1200,Closure,22,0,1200,94.74
EA,1200,Closure,22,1,1200,97.37
EA,1200,Closure,22,2,1200,92.11
EA,1200,Closure,22,3,1200,92.11
EA,1200,Closure,22,4,1200,94.74
EA,1200,Closure,23,0,1200,24.95
EA,1200,Closure,23,1,1200,35.23
EA,1200,Closure,23,2,1200,34.68
EA,1200,Closure,23,3,1200,35.23
EA,1200,Closure,23,4,1200,33.39
EA,1200,Closure,24,0,1200,46.3
EA,1200,Closure,24,1,1200,67.59
EA,1200,Closure,24,2,1200,50.93
EA,1200,Closure,24,3,1200,48.15
EA,1200,Closure,24,4,1200,68.52
EA,1200,Closure,25,0,1200,70.4
EA,1200,Closure,25,1,1200,70.9
EA,1200,Closure,25,2,1200,73.63
EA,1200,Closure,25,3,1200,72.14
EA,1200,Closure,25,4,1200,73.13
EA,1200,Closure,26,0,1200,64.29
EA,1200,Closure,26,1,1200,95.24
EA,1200,Closure,26,2,1200,95.24
EA,1200,Closure,26,3,1200,90.48
EA,1200,Closure,26,4,1200,64.29
EA,1200,Closure,27,0,1200,26.67
EA,1200,Closure,27,1,1200,83.33
EA,1200,Closure,27,2,1200,83.33
EA,1200,Closure,27,3,1200,81.67
EA,1200,Closure,27,4,1200,86.67
EA,1200,Closure,28,0,1200,100.0
EA,1200,Closure,28,1,1200,100.0
EA,1200,Closure,28,2,1200,100.0
EA,1200,Closure,28,3,1200,100.0
EA,1200,Closure,28,4,1200,100.0
EA,1200,Closure,29,0,1200,54.63
EA,1200,Closure,29,1,1200,54.63
EA,1200,Closure,29,2,1200,54.63
EA,1200,Closure,29,3,1200,54.63
EA,1200,Closure,29,4,1200,54.63
EA,1200,Closure,30,0,1200,73.66
EA,1200,Closure,30,1,1200,75.45
EA,1200,Closure,30,2,1200,65.62
EA,1200,Closure,30,3,1200,65.62
EA,1200,Closure,30,4,1200,74.55
EA,1200,Closure,31,0,1200,65.83
EA,1200,Closure,31,1,1200,82.16
EA,1200,Closure,31,2,1200,79.4
EA,1200,Closure,31,3,1200,77.64
EA,1200,Closure,31,4,1200,79.9
EA,1200,Closure,32,0,1200,44.77
EA,1200,Closure,32,1,1200,54.91
EA,1200,Closure,32,2,1200,54.75
EA,1200,Closure,32,3,1200,59.42
EA,1200,Closure,32,4,1200,58.13
EA,1200,Closure,33,0,1200,11.54
EA,1200,Closure,33,1,1200,82.42
EA,1200,Closure,33,2,1200,80.22
EA,1200,Closure,33,3,1200,80.22
EA,1200,Closure,33,4,1200,80.22
EA,1200,Closure,34,0,1200,79.9
EA,1200,Closure,34,1,1200,76.26
EA,1200,Closure,34,2,1200,80.59
EA,1200,Closure,34,3,1200,76.43
EA,1200,Closure,34,4,1200,76.43
EA,1200,Closure,35,0,1200,0.0
EA,1200,Closure,35,1,1200,17.48
EA,1200,Closure,35,2,1200,20.87
EA,1200,Closure,35,3,1200,20.87
EA,1200,Closure,35,4,1200,19.9
EA,1200,Closure,36,0,1200,74.36
EA,1200,Closure,36,1,1200,74.36
EA,1200,Closure,36,2,1200,74.36
EA,1200,Closure,36,3,1200,74.36
EA,1200,Closure,36,4,1200,74.36
EA,1200,Closure,37,0,1200,75.19
EA,1200,Closure,37,1,1200,79.84
EA,1200,Closure,37,2,1200,79.59
EA,1200,Closure,37,3,1200,79.84
EA,1200,Closure,37,4,1200,79.84
EA,1200,Closure,38,0,1200,96.97
EA,1200,Closure,38,1,1200,96.97
EA,1200,Closure,38,2,1200,96.97
EA,1200,Closure,38,3,1200,96.97
EA,1200,Closure,38,4,1200,96.97
EA,1200,Closure,39,0,1200,51.16
EA,1200,Closure,39,1,1200,82.56
EA,1200,Closure,39,2,1200,81.4
EA,1200,Closure,39,3,1200,83.14
EA,1200,Closure,39,4,1200,84.88
EA,1200,Closure,40,0,1200,58.99
EA,1200,Closure,40,1,1200,82.72
EA,1200,Closure,40,2,1200,85.02
EA,1200,Closure,40,3,1200,76.73
EA,1200,Closure,40,4,1200,78.34
EA,1200,Closure,42,0,1200,74.73
EA,1200,Closure,42,1,1200,76.87
EA,1200,Closure,42,2,1200,77.22
EA,1200,Closure,42,3,1200,76.87
EA,1200,Closure,42,4,1200,77.22
EA,1200,Closure,43,0,1200,0.0
EA,1200,Closure,43,1,1200,37.22
EA,1200,Closure,43,2,1200,41.91
EA,1200,Closure,43,3,1200,42.97
EA,1200,Closure,43,4,1200,43.87
EA,1200,Closure,44,0,1200,95.31
EA,1200,Closure,44,1,1200,95.31
EA,1200,Closure,44,2,1200,95.31
EA,1200,Closure,44,3,1200,95.31
EA,1200,Closure,44,4,1200,95.31
EA,1200,Closure,45,0,1200,58.3
EA,1200,Closure,45,1,1200,58.3
EA,1200,Closure,45,2,1200,58.3
EA,1200,Closure,45,3,1200,58.3
EA,1200,Closure,45,4,1200,65.37
EA,1200,Closure,46,0,1200,0.0
EA,1200,Closure,46,1,1200,0.0
EA,1200,Closure,46,2,1200,0.0
EA,1200,Closure,46,3,1200,0.0
EA,1200,Closure,46,4,1200,91.67
EA,1200,Closure,47,0,1200,14.46
EA,1200,Closure,47,1,1200,0.0
EA,1200,Closure,47,2,1200,0.0
EA,1200,Closure,47,3,1200,0.0
EA,1200,Closure,47,4,1200,0.0
EA,1200,Closure,48,0,1200,0.0
EA,1200,Closure,48,1,1200,40.12
EA,1200,Closure,48,2,1200,35.61
EA,1200,Closure,48,3,1200,38.41
EA,1200,Closure,48,4,1200,43.39
EA,1200,Closure,49,0,1200,65.71
EA,1200,Closure,49,1,1200,79.05
EA,1200,Closure,49,2,1200,88.57
EA,1200,Closure,49,3,1200,75.24
EA,1200,Closure,49,4,1200,89.52
EA,1200,Closure,50,0,1200,12.65
EA,1200,Closure,50,1,1200,13.83
EA,1200,Closure,50,2,1200,16.6
EA,1200,Closure,50,3,1200,15.02
EA,1200,Closure,50,4,1200,13.83
EA,1200,Closure,51,0,1200,93.33
EA,1200,Closure,51,1,1200,93.33
EA,1200,Closure,51,2,1200,93.33
EA,1200,Closure,51,3,1200,95.0
EA,1200,Closure,51,4,1200,93.33
EA,1200,Closure,52,0,1200,80.13
EA,1200,Closure,52,1,1200,81.46
EA,1200,Closure,52,2,1200,81.68
EA,1200,Closure,52,3,1200,81.9
EA,1200,Closure,52,4,1200,81.68
EA,1200,Closure,53,0,1200,52.63
EA,1200,Closure,53,1,1200,52.63
EA,1200,Closure,53,2,1200,52.63
EA,1200,Closure,53,3,1200,52.63
EA,1200,Closure,53,4,1200,52.63
EA,1200,Closure,54,0,1200,0.0
EA,1200,Closure,54,1,1200,26.09
EA,1200,Closure,54,2,1200,30.35
EA,1200,Closure,54,3,1200,8.95
EA,1200,Closure,54,4,1200,24.89
EA,1200,Closure,56,0,1200,40.0
EA,1200,Closure,56,1,1200,98.0
EA,1200,Closure,56,2,1200,96.0
EA,1200,Closure,56,3,1200,96.0
EA,1200,Closure,56,4,1200,96.0
EA,1200,Closure,57,0,1200,64.71
EA,1200,Closure,57,1,1200,72.55
EA,1200,Closure,57,2,1200,72.55
EA,1200,Closure,57,3,1200,72.55
EA,1200,Closure,57,4,1200,72.55
EA,1200,Closure,58,0,1200,92.59
EA,1200,Closure,58,1,1200,94.44
EA,1200,Closure,58,2,1200,92.59
EA,1200,Closure,58,3,1200,94.44
EA,1200,Closure,58,4,1200,92.59
EA,1200,Closure,59,0,1200,40.66
EA,1200,Closure,59,1,1200,49.7
EA,1200,Closure,59,2,1200,49.7
EA,1200,Closure,59,3,1200,52.41
EA,1200,Closure,59,4,1200,51.81
EA,1200,Closure,60,0,1200,76.72
EA,1200,Closure,60,1,1200,86.85
EA,1200,Closure,60,2,1200,85.67
EA,1200,Closure,60,3,1200,76.72
EA,1200,Closure,60,4,1200,88.04
EA,1200,Closure,61,0,1200,77.38
EA,1200,Closure,61,1,1200,77.38
EA,1200,Closure,61,2,1200,85.93
EA,1200,Closure,61,3,1200,86.15
EA,1200,Closure,61,4,1200,84.52
EA,1200,Closure,62,0,1200,46.88
EA,1200,Closure,62,1,1200,90.62
EA,1200,Closure,62,2,1200,90.62
EA,1200,Closure,62,3,1200,90.62
EA,1200,Closure,62,4,1200,90.62
EA,1200,Closure,64,0,1200,52.16
EA,1200,Closure,64,1,1200,50.0
EA,1200,Closure,64,2,1200,50.62
EA,1200,Closure,64,3,1200,50.0
EA,1200,Closure,64,4,1200,54.32
EA,1200,Closure,65,0,1200,81.6
EA,1200,Closure,65,1,1200,81.6
EA,1200,Closure,65,2,1200,81.37
EA,1200,Closure,65,3,1200,81.6
EA,1200,Closure,65,4,1200,82.04
EA,1200,Closure,66,0,1200,28.29
EA,1200,Closure,66,1,1200,27.7
EA,1200,Closure,66,2,1200,28.09
EA,1200,Closure,66,3,1200,33.2
EA,1200,Closure,66,4,1200,2.95
EA,1200,Closure,68,0,1200,37.35
EA,1200,Closure,68,1,1200,37.18
EA,1200,Closure,68,2,1200,36.16
EA,1200,Closure,68,3,1200,39.22
EA,1200,Closure,68,4,1200,38.03
EA,1200,Closure,69,0,1200,0.0
EA,1200,Closure,69,1,1200,26.52
EA,1200,Closure,69,2,1200,34.77
EA,1200,Closure,69,3,1200,27.11
EA,1200,Closure,69,4,1200,23.97
EA,1200,Closure,70,0,1200,0.0
EA,1200,Closure,70,1,1200,1.77
EA,1200,Closure,70,2,1200,42.51
EA,1200,Closure,70,3,1200,42.35
EA,1200,Closure,70,4,1200,0.0
EA,1200,Closure,71,0,1200,33.78
EA,1200,Closure,71,1,1200,42.34
EA,1200,Closure,71,2,1200,45.5
EA,1200,Closure,71,3,1200,45.05
EA,1200,Closure,71,4,1200,45.05
EA,1200,Closure,72,0,1200,63.11
EA,1200,Closure,72,1,1200,63.11
EA,1200,Closure,72,2,1200,63.11
EA,1200,Closure,72,3,1200,63.11
EA,1200,Closure,72,4,1200,63.11
EA,1200,Closure,73,0,1200,81.29
EA,1200,Closure,73,1,1200,81.51
EA,1200,Closure,73,2,1200,81.51
EA,1200,Closure,73,3,1200,82.18
EA,1200,Closure,73,4,1200,81.96
EA,1200,Closure,75,0,1200,77.04
EA,1200,Closure,75,1,1200,77.04
EA,1200,Closure,75,2,1200,88.35
EA,1200,Closure,75,3,1200,77.04
EA,1200,Closure,75,4,1200,85.33
EA,1200,Closure,77,0,1200,81.38
EA,1200,Closure,77,1,1200,80.69
