Project,Version,Mode,Total_Tests,Unique_Tests,Filtered_Duplicates,Reduction_Rate
Cli,8b,SeqC,2256,89,2167,96.05%
Cli,35b,SeqC,1366,24,1342,98.24%
Cli,29b,SeqP,3451,19,3432,99.45%
Cli,14b,SeqC,1534,120,1414,92.18%
Cli,14b,SeqP,574,31,543,94.60%
Cli,12b,SeqC,836,15,821,98.21%
Cli,12b,SeqP,4783,19,4764,99.60%
Cli,15b,SeqC,658,104,554,84.19%
Cli,15b,SeqP,1498,21,1477,98.60%
Cli,1b,SeqC,1087,53,1034,95.12%
Cli,1b,SeqP,2252,21,2231,99.07%
Cli,24b,SeqC,2232,92,2140,95.88%
Cli,24b,SeqP,4759,44,4715,99.08%
Cli,33b,SeqC,129,50,79,61.24%
Cli,26b,SeqC,899,14,885,98.44%
Cli,36b,SeqC,1041,24,1017,97.69%
Cli,37b,SeqC,3345,40,3305,98.80%
Cli,37b,SeqP,3473,7,3466,99.80%
Cli,19b,SeqC,2827,19,2808,99.33%
Cli,19b,SeqP,2926,24,2902,99.18%
Cli,20b,SeqC,2750,19,2731,99.31%
Cli,20b,SeqP,3255,28,3227,99.14%
Cli,22b,SeqC,3257,17,3240,99.48%
Cli,22b,SeqP,3155,15,3140,99.52%
Cli,9b,SeqC,2520,49,2471,98.06%
Cli,4b,SeqC,2491,50,2441,97.99%
Cli,4b,SeqP,2675,18,2657,99.33%
Cli,11b,SeqC,136,50,86,63.24%
Cli,11b,SeqP,242,27,215,88.84%
Cli,27b,SeqC,521,14,507,97.31%
Csv,5b,SeqC,2353,54,2299,97.71%
Csv,5b,SeqP,1133,6,1127,99.47%
Csv,10b,SeqC,667,47,620,92.95%
Csv,10b,SeqP,1606,19,1587,98.82%
Csv,16b,SeqC,2910,60,2850,97.94%
Csv,16b,SeqP,859,9,850,98.95%
Csv,2b,SeqC,627,2,625,99.68%
Csv,2b,SeqP,1565,18,1547,98.85%
Csv,13b,SeqC,897,154,743,82.83%
Csv,13b,SeqP,1401,40,1361,97.14%
Csv,8b,SeqC,430,57,373,86.74%
Csv,8b,SeqP,1389,35,1354,97.48%
Csv,14b,SeqC,800,292,508,63.50%
Csv,14b,SeqP,975,22,953,97.74%
Csv,12b,SeqC,691,167,524,75.83%
Csv,12b,SeqP,1691,44,1647,97.40%
Csv,15b,SeqC,1813,239,1574,86.82%
Csv,15b,SeqP,924,28,896,96.97%
Csv,1b,SeqC,6295,4,6291,99.94%
Csv,1b,SeqP,2888,16,2872,99.45%
Csv,7b,SeqC,2079,81,1998,96.10%
Csv,7b,SeqP,1910,26,1884,98.64%
Csv,6b,SeqC,1336,136,1200,89.82%
Csv,6b,SeqP,1954,28,1926,98.57%
Csv,3b,SeqC,6824,2,6822,99.97%
Csv,3b,SeqP,1697,15,1682,99.12%
Csv,9b,SeqC,1325,127,1198,90.42%
Csv,9b,SeqP,1910,26,1884,98.64%
Csv,4b,SeqC,2791,74,2717,97.35%
Csv,4b,SeqP,2303,26,2277,98.87%
Csv,11b,SeqC,3472,87,3385,97.49%
Csv,11b,SeqP,1774,29,1745,98.37%
